var_name,dataset_id,iso2,strata_id,year,domain,subdomain,var_label,var_def,value_type,units,coding,strata_description,source,dataset_notes,limitations,acknowledgements,file_data,file_codebook,longitudinal,public,censor,license,fair
,,,,,,,,,,,,,,,,,,,,,,,
