var_name,var_name_raw,strata_id,strata_1_name,strata_1_raw,strata_1_value,strata_2_name,strata_2_raw,strata_2_value
APSPM25GRIDPTS,,,,,,,,
APSPM25MEAN,,,,,,,,
APSPM25STD,,,,,,,,
APSPM25MEDIAN,,,,,,,,
APSPM25THRES,,,,,,,,
APSPM25POPWT,,,,,,,,
APSNO2GRIDPTS,,,,,,,,
APSNO2MEAN,,,,,,,,
APSNO2STD,,,,,,,,
APSNO2MEDIAN,,,,,,,,
